Bank Name,Holding Company,Rank,Bank ID,Location,Charter,Consol Assets ($M),Domestic Assets ($M),Domestic %,Cuml %,Branches Domestic,Branches Foreign,Foreign Exposure (Y/N)
COMMUNITY BK OF MS,COMMUNITY BSHRS ESOP,246,460033,"FLOWOOD, MS",SNM,4811,4811,100,91,52,0,N
SOUTHERN B&TC,SOUTHERN BSHRS NC,247,717924,"MOUNT OLIVE, NC",SNM,4797,4797,100,91,56,0,N
BEAL BK,BEAL FNCL CORP,248,1176881,"PLANO, TX",SNM,4784,4784,100,91,6,0,N
ENTERPRISE B&TC,ENTERPRISE BC,249,1356768,"LOWELL, MA",SNM,4774,4774,100,91,26,0,N
FIRST B&T,FISHBACK FC,250,77851,"BROOKINGS, SD",SNM,4695,4695,100,91,23,0,N
BRIDGEWATER BK,BRIDGEWATER BSHRS,251,3378773,"SAINT LOUIS PARK, MN",SNM,4681,4681,100,91,7,0,N
HOMETRUST BK,HOMETRUST BSHRS,252,212577,"ASHEVILLE, NC",SMB,4671,4671,100,91,35,0,N
GREEN DOT BK,GREEN DOT CORP,253,243375,"PROVO, UT",SMB,4644,4644,100,91,0,0,N
LEADER BK NA,LEADER BC,254,3109146,"ARLINGTON, MA",NAT,4614,4614,100,91,6,0,N
INWOOD NB,INWOOD BSHRS,255,913753,"DALLAS, TX",NAT,4608,4608,100,91,12,0,N
SOUTHERN BK,SOUTHERN MO BC,256,272272,"POPLAR BLUFF, MO",SMB,4554,4554,100,91,65,0,N
INTERBANK,OLNEY BSHRS OF TX,257,1187001,"OKLAHOMA CITY, OK",SMB,4533,4533,100,91,45,0,N
CARTER BK & TR,CARTER BSHRS,258,3476192,"MARTINSVILLE, VA",SNM,4529,4529,100,91,63,0,N
THIRD COAST BK,THIRD COAST BSHRS,259,3630323,"HUMBLE, TX",SMB,4463,4463,100,91,17,0,N
VANTAGE BK TX,VBT FC,260,26765,"SAN ANTONIO, TX",SMB,4385,4385,100,91,22,0,N
BRADESCO BK,LECCE HOLDS SA,261,725732,"CORAL GABLES, FL",SNM,4373,4373,100,92,0,0,Y
ALERUS FNCL NA,ALERUS FC,262,933256,"GRAND FORKS, ND",NAT,4344,4344,100,92,13,0,N
HILLS B&TC,HILLS BC,263,731247,"HILLS, IA",SNM,4341,4341,100,92,17,0,N
BANK OF STOCKTON,1867 WESTERN FC,264,479268,"STOCKTON, CA",SNM,4321,4321,100,92,19,0,N
TEXAS B&TC,RJ POPE MGMT GP LLC,265,949154,"LONGVIEW, TX",SNM,4300,4300,100,92,21,0,N
DACOTAH BK,DACOTAH BKS,266,256553,"ABERDEEN, SD",SMB,4298,4298,100,92,34,0,N
DBA FIRST CONVENIENCE BK,FIRST CMNTY BSHRS,267,613950,"KILLEEN, TX",NAT,4247,4247,100,92,350,0,N
BARRINGTON B&TC NA,WINTRUST FC,268,2508751,"BARRINGTON, IL",NAT,4234,4234,100,92,8,0,N
CAPITAL CITY BK,CAPITAL CITY BK GRP,269,876634,"TALLAHASSEE, FL",SMB,4219,4219,100,92,61,0,N
CITY BK,SOUTH PLAINS FNCL,270,575254,"LUBBOCK, TX",SNM,4219,4219,100,92,27,0,N
FIRST NB OF LONG ISLAND,FIRST OF LONG ISLAND CORP,271,837000,"GLEN HEAD, NY",NAT,4208,4208,100,92,40,0,N
BANESCO USA,,272,3402913,"MIAMI, FL",SNM,4169,3639,87,92,5,0,N
BANK FIRST NA,BANK FIRST CORP,273,594947,"MANITOWOC, WI",NAT,4144,4144,100,92,25,0,N
FINEMARK NB&TC,FINEMARK HOLD,274,3547131,"FORT MYERS, FL",NAT,4132,4132,100,92,13,0,N
VERABANK NA,VERABANK,275,56351,"HENDERSON, TX",NAT,4117,4117,100,92,38,0,N
SOUTHERN FIRST BK,SOUTHERN FIRST BSHRS,276,2849801,"GREENVILLE, SC",SNM,4111,4111,100,92,11,0,N
TOWN BK NA,WINTRUST FC,277,2693264,"HARTLAND, WI",NAT,4087,4087,100,92,21,0,N
BAR HARBOR BK & TR CO,BAR HARBOR BSHRS,278,522605,"BAR HARBOR, ME",SNM,4030,4030,100,92,53,0,N
FIRST ST CMNTY BK,FIRST ST BSHRS,279,707354,"FARMINGTON, MO",SNM,4019,4019,100,92,56,0,N
STRIDE BK NA,CENTRAL SVC CORP,280,278555,"ENID, OK",NAT,4014,4014,100,92,10,0,N
INTERNATIONAL BK OF CMRC,INTERNATIONAL BSHRS CORP,281,230759,"BROWNSVILLE, TX",SNM,4010,4010,100,92,40,0,N
CIVISTA BK,CIVISTA BSHRS,282,542528,"SANDUSKY, OH",SMB,4003,4003,100,92,40,0,N
PRIMIS BK,PRIMIS FNCL CORP,283,3325759,"TAPPAHANNOCK, VA",SMB,3991,3991,100,92,27,0,N
RCB BK,RCB HC,284,945053,"CLAREMORE, OK",SMB,3979,3979,100,92,58,0,N
ENCORE BK,ENCORE BSHRS,285,2594240,"LITTLE ROCK, AR",SMB,3974,3974,100,92,18,0,N
WEST BK,WEST BC,286,139740,"WEST DES MOINES, IA",SNM,3964,3964,100,92,10,0,N
COASTAL CMNTY BK,COASTAL FNCL CORP,287,2562164,"EVERETT, WA",SMB,3958,3958,100,92,13,0,N
AMERICAN BUS BK,,288,2734729,"LOS ANGELES, CA",SNM,3929,3929,100,92,0,0,N
TEXAS EXCH BK,,289,822556,"CROWLEY, TX",SNM,3908,3908,100,92,1,0,N
ROYAL BUS BK,RBB BC,290,3835454,"LOS ANGELES, CA",SNM,3864,3864,100,92,23,0,N
FIDELITY BK,FIDELITY BSHRS NC,291,584920,"FUQUAY VARINA, NC",SNM,3863,3863,100,92,53,0,N
BCB CMNTY BK,BCB BC,292,2954059,"BAYONNE, NJ",SNM,3792,3792,100,92,27,0,N
WELLS FARGO BK S CENT NA,WELLS FARGO & CO,293,2362458,"HOUSTON, TX",NAT,3780,3780,100,92,0,0,N
CITIZENS FIRST BK,VILLAGES BC,294,1867983,"THE VILLAGES, FL",SNM,3776,3776,100,92,16,0,N
SECURITY BK OF KANSAS CITY,VALLEY VIEW BSHRS,295,1009354,"KANSAS CITY, KS",SNM,3740,3740,100,92,34,0,N
INDEPENDENCE BK OF KY,INDEPENDENCE BSHRS,296,648242,"OWENSBORO, KY",SMB,3719,3719,100,92,26,0,N
BANK OF MARIN,BANK OF MARIN BC,297,1436204,"CORTE MADERA, CA",SNM,3694,3694,100,92,27,0,N
NATIONAL CO-OP BK NA,NATIONAL CONSUMER CO-OP BK,298,99376,"HILLSBORO, OH",NAT,3687,3687,100,92,0,0,N
BANK OF THE SIERRA,SIERRA BC,299,662369,"PORTERVILLE, CA",SNM,3679,3679,100,92,34,0,N
FIVE STAR BK,FIVE STAR BC,300,2867337,"ROSEVILLE, CA",SNM,3634,3634,100,92,6,0,N
FIRST BUS BK,FIRST BUS FS,301,537449,"MADISON, WI",SNM,3618,3618,100,92,3,0,N
PEOPLES SCTY B&TC,PEOPLES FS CORP,302,278818,"SCRANTON, PA",SNM,3616,3616,100,92,27,0,N
FIRST BK,,303,3401970,"HAMILTON, NJ",SNM,3616,3616,100,92,25,0,N
FIRST GUARANTY BK,SMITH & HOOD HC LLC,304,422433,"HAMMOND, LA",SNM,3612,3612,100,92,33,0,N
FIRST B&TC,FIRST BC,305,223322,"LEBANON, VA",SMB,3595,3595,100,92,26,0,N
METRO CITY BK,METROCITY BSHRS,306,3437456,"DORAVILLE, GA",SNM,3589,3589,100,92,19,0,N
WOORI AMER BK,,307,384018,"NEW YORK, NY",SNM,3583,3583,100,92,20,0,N
CENTRAL B&TC,CENTRAL BSHRS,308,1007015,"LEXINGTON, KY",SNM,3565,3565,100,92,27,0,N
UNITED CMNTY BK,UNITED CMNTY BC,309,439338,"CHATHAM, IL",SNM,3565,3565,100,92,43,0,N
PARKWAY B&TC,PARKWAY BC,310,1001639,"HARWOOD HEIGHTS, IL",SNM,3541,3541,100,92,26,0,N
COMMUNITY WEST BK,COMMUNITY WEST BSHRS,311,703767,"FRESNO, CA",SNM,3485,3485,100,92,25,0,N
FRANDSEN B&T,FRANDSEN FC,312,751656,"LONSDALE, MN",SMB,3481,3481,100,92,37,0,N
SUMITOMO MITSUI TR BK USA,,313,925411,"HOBOKEN, NJ",SNM,3471,3471,100,92,0,0,N
WHEATON B&TC NA,WINTRUST FC,314,2044811,"WHEATON, IL",NAT,3457,3457,100,92,7,0,N
RIVER B&T,RIVER FC,315,3437157,"PRATTVILLE, AL",SNM,3425,3425,100,92,22,0,N
HOME BK NA,HOME BC,316,929978,"LAFAYETTE, LA",NAT,3402,3402,100,92,41,0,N
SUNWEST BK,H BC LLC,317,140362,"SANDY, UT",SNM,3379,3379,100,92,8,0,N
BANK RHODE ISLAND,BROOKLINE BC,318,2434113,"PROVIDENCE, RI",SMB,3378,3378,100,93,21,0,N
CARROLLTON BK,CBX CORP,319,1001648,"CARROLLTON, IL",SNM,3358,3358,100,93,11,0,N
GULF COAST B&TC,,320,1458608,"NEW ORLEANS, LA",SNM,3335,3335,100,93,22,0,N
GLENS FALLS NB&TC,ARROW FC,321,866000,"GLENS FALLS, NY",NAT,3325,3325,100,93,25,0,N
FARMERS & MRCH ST BK,FARMERS & MRCH BC,322,214414,"ARCHBOLD, OH",SNM,3315,3315,100,93,38,0,N
NORTHERN B&TC,NORTHERN BC,323,900306,"WOBURN, MA",SNM,3311,3311,100,93,11,0,N
EXCHANGE BK,FRANK P DOYLE TR ARTICLE IX,324,507068,"SANTA ROSA, CA",SNM,3309,3309,100,93,16,0,N
WESTSTAR BK,WESTSTAR BHC,325,1447639,"EL PASO, TX",SMB,3307,3307,100,93,13,0,N
BANK OF UT,BOU BC,326,933975,"OGDEN, UT",SNM,3283,3283,100,93,17,0,N
MVB BK INC,MVB FC,327,2757205,"FAIRMONT, WV",SNM,3251,3251,100,93,6,0,N
STEARNS BK NA,STEARNS FNCL SVC ESOP,328,141556,"SAINT CLOUD, MN",NAT,3223,3223,100,93,6,0,N
FIRST CMNTY BK,FIRST CMNTY BSHRS,329,2353595,"BLUEFIELD, VA",SMB,3222,3222,100,93,55,0,N
BRAVERA BK,BRAVERA HOLDS CORP,330,971959,"DICKINSON, ND",SNM,3214,3214,100,93,29,0,N
FIRST FARMERS B&TC,FIRST FARMERS FC,331,139843,"CONVERSE, IN",SMB,3198,3198,100,93,38,0,N
ORRSTOWN BK,ORRSTOWN FNCL SVC,332,342410,"SHIPPENSBURG, PA",SMB,3198,3198,100,93,20,0,N
FIDELITY BK NA,FIDELITY FC,333,762474,"WICHITA, KS",NAT,3164,3164,100,93,16,0,N
DL EVANS BK,DL EVANS BC,334,543262,"BURLEY, ID",SNM,3158,3158,100,93,39,0,N
MINNWEST BK,MINNWEST CORP,335,302656,"REDWOOD FALLS, MN",SNM,3145,3145,100,93,34,0,N
BANKWELL BK,BANKWELL FNCL GRP,336,3109043,"NEW CANAAN, CT",SNM,3139,3139,100,93,9,0,N
BANK ANN ARBOR,ARBOR BC,337,2390929,"ANN ARBOR, MI",SNM,3136,3136,100,93,18,0,N
NORTHEAST BK,,338,468806,"LEWISTON, ME",SNM,3132,3132,100,93,9,0,N
BRISTOL CTY SVG BK,BEACON BC,339,13103,"TAUNTON, MA",SNM,3114,3114,100,93,17,0,N
GUARANTY B&TC NA,GUARANTY BSHRS,340,112163,"MOUNT PLEASANT, TX",NAT,3079,3079,100,93,33,0,N
BANK OF MO,RELIABLE CMNTY BSHRS,341,330855,"PERRYVILLE, MO",SNM,3053,3053,100,93,28,0,N
FIRST NB,FIRST BC,342,439404,"DAMARISCOTTA, ME",NAT,3049,3049,100,93,18,0,N
RED RIVER BK,RED RIVER BSHRS,343,2743244,"ALEXANDRIA, LA",SNM,3048,3048,100,93,27,0,N
FIRST PREMIER BK,UNITED NAT CORP,344,374653,"SIOUX FALLS, SD",SMB,3041,3041,100,93,13,0,N
BANTERRA BK,BANTERRA CORP,345,502849,"MARION, IL",SNM,3029,3029,100,93,37,0,N
COLONY BK,COLONY BC,346,491934,"FITZGERALD, GA",SNM,2997,2997,100,93,30,0,N
LONE STAR NB,LONE STAR NAT BSHRS TX,347,842460,"PHARR, TX",NAT,2992,2992,100,93,36,0,N
STAR FNCL BK,STAR FNCL GRP,348,547840,"FORT WAYNE, IN",SNM,2986,2986,100,93,36,0,N
FIRST CAROLINA BK,FIRST CAROLINA FS,349,2963266,"ROCKY MOUNT, NC",SNM,2984,2984,100,93,8,0,N
LAKE RIDGE BK,LAKE RIDGE BC,350,525549,"MONONA, WI",SNM,2979,2979,100,93,17,0,N
ANB BK,STURM FNCL GROUP INC,351,828651,"DENVER, CO",SMB,2970,2970,100,93,29,0,N
FIRST CITIZENS CMNTY BK,CITIZENS FNCL SVC,352,978118,"MANSFIELD, PA",SMB,2943,2943,100,93,43,0,N
NORTHWEST BK,NORTHWEST FC,353,1387605,"SPENCER, IA",SNM,2941,2941,100,93,21,0,N
JEFFERSON BK,JEFFERSON BSHRS,354,45560,"SAN ANTONIO, TX",SNM,2940,2940,100,93,13,0,N
FIRST WESTERN TR BK,FIRST WESTERN FNCL,355,3158546,"DENVER, CO",SNM,2934,2934,100,93,13,0,N
INDUSTRIAL & CMRL BK,,356,1015560,"NEW YORK, NY",NAT,2923,2923,100,93,13,0,N
CACHE VALLEY BK,CACHE VALLEY BKG CO,357,995076,"LOGAN, UT",SNM,2923,2923,100,93,21,0,N
TIB NA,TIB,358,529958,"FARMERS BRANCH, TX",NAT,2923,2923,100,93,4,0,N
BLUE RIDGE BK NA,BLUE RIDGE BSHRS,359,233527,"MARTINSVILLE, VA",NAT,2913,2913,100,93,26,0,N
BANK OF TAMPA,TAMPA BAY BKG CO,360,273336,"TAMPA, FL",SNM,2913,2913,100,93,12,0,N
FARMERS B&TC,MAGNOLIA BKG CORP,361,12946,"MAGNOLIA, AR",SMB,2907,2907,100,93,33,0,N
VILLAGE B&TC NA,WINTRUST FC,362,2298995,"ARLINGTON HEIGHTS, IL",NAT,2894,2894,100,93,7,0,N
FIRST DAKOTA NB,FIRST DAKOTA FC,363,441256,"YANKTON, SD",NAT,2886,2886,100,93,16,0,N
LINKBANK,LINKBANCORP,364,557317,"CAMP HILL, PA",SNM,2857,2857,100,93,25,0,N
PCB BK,PCB BC,365,3212402,"LOS ANGELES, CA",SNM,2853,2853,100,93,15,0,N
SOUTHEAST BK,EDUCATION LOAN FNC,366,3110197,"FARRAGUT, TN",SNM,2849,2849,100,93,13,0,N
OLD PLANK TRAIL CMNTY BK NA,WINTRUST FC,367,3404207,"NEW LENOX, IL",NAT,2843,2843,100,93,14,0,N
AUSTIN BK TX NA,JANE AUSTIN CHAPMAN LP,368,548351,"JACKSONVILLE, TX",NAT,2829,2829,100,93,68,0,N
NATIONAL BK OF INDIANAPOLIS,NATIONAL BK INDIANAPOLIS CORP,369,2132941,"INDIANAPOLIS, IN",NAT,2826,2826,100,93,12,0,N
BANCO DO BRASIL AMERS,,370,110936,"MIAMI, FL",SNM,2826,2826,100,93,3,0,N
FIRST CMNTY BK,FIRST COMMUNITY BSHRS,371,2596646,"BATESVILLE, AR",SNM,2825,2825,100,93,30,0,N
HABIB AMER BK,MAHAM BETEILIGUNGSGESELLSCHAFT,372,245016,"NEW YORK, NY",SNM,2816,2767,98,93,5,0,Y
NORTHRIM BK,NORTHRIM BC,373,1718188,"ANCHORAGE, AK",SNM,2804,2804,100,93,19,0,N
PINNACLE BK,PINNACLE BC,374,867650,"FORT WORTH, TX",SNM,2802,2802,100,93,27,0,N
MIDWEST BANKCENTRE,STUPP BROS,375,657459,"SAINT LOUIS, MO",SMB,2788,2788,100,93,16,0,N
INVESTAR BK NA,INVESTAR HC,376,3449066,"BATON ROUGE, LA",NAT,2784,2784,100,93,28,0,N
ST CHARLES B&TC NA,WINTRUST FC,377,428547,"SAINT CHARLES, IL",NAT,2777,2777,100,93,7,0,N
CORNERSTONE BK,FIRST YORK BC,378,403151,"YORK, NE",SMB,2767,2767,100,93,46,0,N
FIRST FIDELITY BK,FIRST FIDELITY BC,379,106359,"OKLAHOMA CITY, OK",SMB,2760,2760,100,93,27,0,N
NATIONAL EXCHANGE B&T,NEB CORP,380,722544,"FOND DU LAC, WI",NAT,2758,2758,100,93,31,0,N
REPUBLIC BK OF CHICAGO,REPUBLIC BC CO,381,671334,"OAK BROOK, IL",SNM,2757,2757,100,93,18,0,N
CHEMUNG CANAL TC,CHEMUNG FC,382,884303,"ELMIRA, NY",SMB,2754,2754,100,93,30,0,N
STATE BK OF TX,SBT BSHRS,383,1157415,"IRVING, TX",SNM,2733,2733,100,93,6,0,N
BESSEMER TC NA,BESSEMER GRP,384,976703,"NEW YORK, NY",NAT,2723,2723,100,93,0,0,N
OAKSTAR BK,OAKSTAR BSHRS,385,3374412,"SPRINGFIELD, MO",SMB,2723,2723,100,93,25,0,N
LIBERTYVILLE B&TC NA,WINTRUST FC,386,2339795,"LIBERTYVILLE, IL",NAT,2720,2720,100,93,7,0,N
BANK INDEP,BANCINDEPENDENT,387,539032,"SHEFFIELD, AL",SMB,2705,2705,100,93,32,0,N
BANKFIRST FINANCIAL SVC,BANKFIRST CAP CORP,388,914648,"MACON, MS",SMB,2703,2703,100,93,40,0,N
NEXTIER BK NA,NEXTIER,389,18827,"KITTANNING, PA",NAT,2700,2700,100,93,31,0,N
AMERICAN FNB,AFNB HOLD,390,2694681,"HOUSTON, TX",NAT,2685,2685,100,93,19,0,N
ACADEMY BK NA,DICKINSON FC II,391,535753,"KANSAS CITY, MO",NAT,2677,2677,100,93,72,0,N
TEXAS RGNL BK,TEXAS ST BSHRS,392,380458,"HARLINGEN, TX",SMB,2660,2660,100,93,30,0,N
MACATAWA BK,MACATAWA BC,393,2634351,"HOLLAND, MI",SNM,2654,2654,100,94,28,0,N
LAKESIDE BK,LAKESIDE BC,394,201834,"CHICAGO, IL",SNM,2639,2639,100,94,8,0,N
SOUTHERN BANCORP BK,SOUTHERN BC,395,852544,"ARKADELPHIA, AR",SMB,2638,2638,100,94,52,0,N
MERCHANTS BK NA,MERCHANTS FNCL GROUP,396,779351,"WINONA, MN",NAT,2633,2633,100,94,22,0,N
CHOICEONE BK,CHOICEONE FS,397,324340,"SPARTA, MI",SMB,2621,2621,100,94,28,0,N
TRADITION CAP BK,TRADITION BSHRS,398,3344321,"WAYZATA, MN",SNM,2620,2620,100,94,3,0,N
CB&S BK,CBS BANC CORP,399,594433,"RUSSELLVILLE, AL",SNM,2600,2600,100,94,53,0,N
AMERICAN MOMENTUM BK,ADAM BK GRP,400,3447576,"COLLEGE STATION, TX",SNM,2600,2600,100,94,27,0,N
GUARANTY B&TC,GUARANTY CAPITAL CORP,401,84541,"BELZONI, MS",SNM,2598,2598,100,94,34,0,N
AMBOY BK,AMBOY BC,402,9807,"OLD BRIDGE, NJ",SMB,2593,2593,100,94,23,0,N
UNITY BK,UNITY BC,403,1890525,"CLINTON, NJ",SNM,2589,2589,100,94,20,0,N
CITIZENS & NORTHERN BK,CITIZENS & NORTHERN CORP,404,895710,"WELLSBORO, PA",SMB,2579,2579,100,94,28,0,N
UNITED BUS BK,BAYCOM CORP,405,3281510,"WALNUT CREEK, CA",SMB,2577,2577,100,94,36,0,N
SOUTHERN ST BK,SOUTHERN ST BSHRS,406,3629420,"ANNISTON, AL",SNM,2573,2573,100,94,12,0,N
QUAD CITY B&TC,QCR HOLDS,407,2142155,"BETTENDORF, IA",SMB,2540,2540,100,94,4,0,N
EMPRISE BK,EMPRISE FC,408,65858,"WICHITA, KS",SNM,2536,2536,100,94,32,0,N
CEDAR RAPIDS B&TC,QCR HOLDS,409,3029589,"CEDAR RAPIDS, IA",SMB,2526,2526,100,94,7,0,N
AMERICAN BK NA,AMERICAN BK HOLDING CORP,410,807955,"CORPUS CHRISTI, TX",NAT,2520,2520,100,94,17,0,N
STATE BK OF SOUTHERN UT,SOUTHERN UT BC,411,656470,"CEDAR CITY, UT",SNM,2507,2507,100,94,16,0,N
FIDELITY DEPOSIT & DISCOUNT,FIDELITY D&D BC INC,412,1007819,"DUNMORE, PA",SNM,2501,2501,100,94,20,0,N
BRYANT BK,,413,3356191,"TUSCALOOSA, AL",SNM,2495,2495,100,94,19,0,N
BEVERLY B&TC NA,WINTRUST FC,414,3216017,"CHICAGO, IL",NAT,2479,2479,100,94,8,0,N
COMMERCIAL BK OF CALIFORNIA,CBC BC,415,3189063,"IRVINE, CA",SNM,2479,2479,100,94,5,0,N
ORANGE B&TC,ORANGE COUNTY BC,416,176101,"MIDDLETOWN, NY",SMB,2471,2471,100,94,15,0,N
CITIZENS & FARMERS BK,C&F FC,417,928421,"WEST POINT, VA",SNM,2469,2469,100,94,30,0,N
US CENTURY BK,USCB FNCL HOLDS,418,3146150,"MIAMI, FL",SNM,2457,2457,100,94,9,0,Y
EXTRACO BKS NA,EXTRACO CORP,419,537560,"TEMPLE, TX",NAT,2447,2447,100,94,13,0,N
ARMSTRONG BK,IRONHORSE FNCL GRP,420,470452,"MUSKOGEE, OK",SNM,2446,2446,100,94,27,0,N
ACNB BK,ACNB CORP,421,5210,"GETTYSBURG, PA",SNM,2440,2440,100,94,25,0,N
FIRST CITIZENS NB,FIRST CITIZENS BSHRS,422,133850,"DYERSBURG, TN",NAT,2426,2426,100,94,25,0,N
KS STATEBANK,MANHATTAN BC,423,160959,"MANHATTAN, KS",SNM,2424,2424,100,94,5,0,N
SUNRISE BKS NA,DBA SUNRISE BKS,424,860053,"SAINT PAUL, MN",NAT,2422,2422,100,94,4,0,N
FIRST NB,FIRST PARAGOULD BSHRS,425,42448,"PARAGOULD, AR",NAT,2393,2393,100,94,22,0,N
FIRST SAVINGS BK,FIRST SVG FNCL GR,426,785473,"JEFFERSONVILLE, IN",SMB,2393,2393,100,94,15,0,N
UNITED BK IA,IDA GROVE BSHRS,427,738040,"IDA GROVE, IA",SNM,2392,2392,100,94,35,0,N
PEOPLES BK,PEOPLES BC,428,455972,"BELLINGHAM, WA",SNM,2392,2392,100,94,22,0,N
CAPITAL BANK NA,CAPITAL BC,429,2808602,"ROCKVILLE, MD",NAT,2389,2389,100,94,5,0,N
FCB BKS,FIRST CO BANCORP,430,1459717,"COLLINSVILLE, IL",SNM,2384,2384,100,94,18,0,N
GUARANTY BK,QCR HOLDS,431,3804535,"SPRINGFIELD, MO",SMB,2374,2374,100,94,13,0,N
WEST TX NB,FIRST WEST TX BSHRS,432,237066,"MIDLAND, TX",NAT,2368,2368,100,94,12,0,N
LCNB NB,LCNB CORP,433,785923,"LEBANON, OH",NAT,2368,2368,100,94,36,0,N
MERIDIAN BK,MERIDIAN CORP,434,3271799,"MALVERN, PA",SNM,2350,2350,100,94,6,0,N
HANOVER COMM BK,HANOVER BC,435,3793714,"GARDEN CITY PARK, NY",SNM,2330,2330,100,94,8,0,N
TEXASBANK,TEXAS BANC FNCL CORP,436,232856,"BROWNWOOD, TX",SNM,2326,2326,100,94,15,0,N
TRADITIONAL BK,TRADITIONAL BC,437,786210,"MOUNT STERLING, KY",SNM,2319,2319,100,94,19,0,N
SUSSER BK,SBH MANAGER LLC,438,965789,"DALLAS, TX",SMB,2315,2315,100,94,8,0,N
INTERAUDI BK,,439,538802,"NEW YORK, NY",SNM,2306,2306,100,94,1,0,Y
SOMERSET TC,SOMERSET TR HC,440,212522,"SOMERSET, PA",SNM,2297,2297,100,94,45,0,N
FVCBANK,FVCBANKCORP,441,3614976,"FAIRFAX, VA",SMB,2294,2294,100,94,7,0,N
BANK OF SOUTHERN CA NA,SOUTHERN CA BC,442,3076453,"SAN DIEGO, CA",NAT,2292,2292,100,94,13,0,N
OPEN BK,OP BC,443,3357219,"LOS ANGELES, CA",SNM,2290,2290,100,94,10,0,N
CALPRIVATE BK,PRIVATE BC OF AMER,444,3545258,"LA JOLLA, CA",SNM,2285,2285,100,94,5,0,N
AVIDBANK,AVIDBANK HOLD,445,3214059,"SAN JOSE, CA",SNM,2281,2281,100,94,0,0,N
TEXAS PTNRS BK,SOUTHWEST BSHRS,446,3548567,"SAN ANTONIO, TX",SNM,2271,2271,100,94,10,0,N
JOHN MARSHALL BK,JOHN MARSHALL BC,447,3419416,"RESTON, VA",SMB,2266,2266,100,94,7,0,N
INB NA,ILLINOIS NAT BC,448,925037,"SPRINGFIELD, IL",NAT,2259,2259,100,94,12,0,N
EVANS BK NA,EVANS BC,449,292908,"ANGOLA, NY",NAT,2255,2255,100,94,17,0,N
FIRST WESTERN B&TC,WESTBRAND,450,687951,"MINOT, ND",SMB,2245,2245,100,94,17,0,N
VISTA BK,VISTA BSHRS,451,645465,"DALLAS, TX",SMB,2242,2242,100,94,19,0,N
TEXAS FIRST BK,TEXAS INDEPENDENT BSHRS,452,473266,"TEXAS CITY, TX",SMB,2241,2241,100,94,26,0,N
WAYNE BK,NORWOOD FNCL CORP,453,59316,"HONESDALE, PA",SNM,2236,2236,100,94,28,0,N
WESTERN ST BK,WESTERN ST AGY INC ESOP & TR,454,233554,"DEVILS LAKE, ND",SNM,2229,2229,100,94,9,0,N
PEOPLES BK A CODORUS VALLEY,CODORUS VALLEY BC,455,556815,"YORK, PA",SNM,2219,2219,100,94,29,0,N
CENTRAL BK,COMMERCIAL FNCL CORP,456,546544,"STORM LAKE, IA",SMB,2211,2211,100,94,23,0,N
COMMUNITY NB&TC,COMMUNITY BC,457,923752,"CHANUTE, KS",NAT,2208,2208,100,94,39,0,N
FIRST FED BK,FIRST NORTHWEST BC,458,403179,"PORT ANGELES, WA",SNM,2205,2205,100,94,11,0,N
AMERICAN NB&TC,AMERIBANCSHARES,459,498362,"WICHITA FALLS, TX",NAT,2180,2180,100,94,10,0,N
COUNTRY CLUB BK,CCB FNCL CORP,460,625654,"KANSAS CITY, MO",SMB,2176,2176,100,94,22,0,N
COMMUNITY NB,MIDLAND BSHRS,461,293053,"MIDLAND, TX",NAT,2173,2173,100,94,10,0,N
SUTTON BK,SUTTON BSHRS,462,110413,"ATTICA, OH",SNM,2162,2162,100,94,7,0,N
ONE CMNTY BK,BOSSHARD FNCL GRP,463,247140,"OREGON, WI",SMB,2162,2162,100,94,15,0,N
CREWS B&TC,CREWS BKG CORP,464,200435,"WAUCHULA, FL",SNM,2161,2161,100,94,19,0,N
SCHAUMBURG B&TC NA,WINTRUST FC,465,2970657,"SCHAUMBURG, IL",NAT,2160,2160,100,94,6,0,N
PINNACLE BK,PINNACLE FC,466,366238,"ELBERTON, GA",SNM,2157,2157,100,94,24,0,N
FIRST UNITED BK,PLAINS BC,467,578255,"DIMMITT, TX",SNM,2152,2152,100,94,16,0,N
FIRST NB OF FORT SMITH,FIRST BK CORP,468,397540,"FORT SMITH, AR",NAT,2146,2146,100,94,26,0,N
MARQUETTE BK,MARQUETTE NAT CORP,469,716833,"CHICAGO, IL",SMB,2134,2134,100,94,19,0,N
MONTECITO B&T,MONTECITO BC,470,514066,"SANTA BARBARA, CA",SNM,2123,2123,100,94,15,0,N
STATE BK OF THE LAKES NA,WINTRUST FC,471,595430,"ANTIOCH, IL",NAT,2122,2122,100,94,8,0,N
UNITED BK,UNITED BC,472,37435,"ZEBULON, GA",SNM,2120,2120,100,94,17,0,N
PIEDMONT BK,PIEDMONT BC,473,3489035,"PEACHTREE CORNERS, GA",SNM,2116,2116,100,94,15,0,N
COASTAL STS BK,COASTALSOUTH BSHRS,474,3274709,"HILTON HEAD ISLAND, SC",SMB,2114,2114,100,94,9,0,N
BANK IA,BANK IA CORP,475,187947,"WEST DES MOINES, IA",SMB,2104,2104,100,94,25,0,N
OPPORTUNITY BK OF MT,EAGLE BC MT,476,685676,"HELENA, MT",SMB,2095,2095,100,94,28,0,N
MAINSTREET BK,MAINSTREET BSHRS,477,3248849,"FAIRFAX, VA",SMB,2086,2086,100,94,5,0,N
